id,No,Timecode In,Timecode Out,Timecode IN(milliseconds),Timecode Out(milliseconds),Subtitle
_K5qApskPdQ.en.v,139,00:02:10:02,00:02:12:13,"00:02:10,080","00:02:12,550",pokemon in the area of effect anyway<00:02:10.800><c> so</c><00:02:10.959><c> we'll</c><00:02:11.200><c> try</c><00:02:11.360><c> that</c><00:02:11.520><c> out</c><00:02:12.160><c> we'll</c><00:02:12.319><c> see</c>
_K5qApskPdQ.en.v,140,00:02:12:13,00:02:12:14,"00:02:12,550","00:02:12,560",anyway so we'll try that out we'll see
_K5qApskPdQ.en.v,141,00:02:12:14,00:02:13:24,"00:02:12,560","00:02:13,990",anyway so we'll try that out we'll see what<00:02:12.640><c> he</c><00:02:12.800><c> what</c><00:02:12.959><c> he's</c><00:02:13.200><c> like</c>
_K5qApskPdQ.en.v,142,00:02:13:24,00:02:14:00,"00:02:13,990","00:02:14,000",what he what he's like
_K5qApskPdQ.en.v,143,00:02:14:00,00:02:16:07,"00:02:14,000","00:02:16,309",what he what he's like uh<00:02:14.400><c> let's</c><00:02:14.640><c> go</c><00:02:14.879><c> in</c><00:02:15.200><c> first</c><00:02:15.680><c> actually</c><00:02:15.920><c> let's</c><00:02:16.160><c> go</c>
_K5qApskPdQ.en.v,144,00:02:16:07,00:02:16:07,"00:02:16,309","00:02:16,319",uh let's go in first actually let's go
_K5qApskPdQ.en.v,145,00:02:16:07,00:02:18:03,"00:02:16,319","00:02:18,150",uh let's go in first actually let's go ahead<00:02:16.480><c> and</c><00:02:16.640><c> set</c><00:02:16.800><c> up</c><00:02:16.959><c> his</c><00:02:17.120><c> items</c><00:02:17.520><c> because</c>
_K5qApskPdQ.en.v,146,00:02:18:03,00:02:18:04,"00:02:18,150","00:02:18,160",ahead and set up his items because
_K5qApskPdQ.en.v,147,00:02:18:04,00:02:20:13,"00:02:18,160","00:02:20,550",ahead and set up his items because uh<00:02:18.480><c> let's</c><00:02:18.720><c> take</c><00:02:18.879><c> a</c><00:02:18.959><c> look</c><00:02:19.120><c> at</c><00:02:19.200><c> the</c><00:02:20.000><c> held</c><00:02:20.319><c> items</c>
_K5qApskPdQ.en.v,148,00:02:20:13,00:02:20:14,"00:02:20,550","00:02:20,560",uh let's take a look at the held items
_K5qApskPdQ.en.v,149,00:02:20:14,00:02:22:13,"00:02:20,560","00:02:22,550",uh let's take a look at the held items that<00:02:20.720><c> he's</c><00:02:20.879><c> gonna</c><00:02:21.120><c> have</c>
_K5qApskPdQ.en.v,150,00:02:22:13,00:02:22:14,"00:02:22,550","00:02:22,560",that he's gonna have
_K5qApskPdQ.en.v,151,00:02:22:14,00:02:25:00,"00:02:22,560","00:02:25,030",that he's gonna have uh<00:02:23.280><c> so</c><00:02:23.599><c> this</c><00:02:23.840><c> is</c><00:02:24.000><c> fine</c><00:02:24.319><c> i</c><00:02:24.400><c> think</c><00:02:24.560><c> i</c><00:02:24.640><c> do</c><00:02:24.800><c> want</c><00:02:24.959><c> to</c>
_K5qApskPdQ.en.v,152,00:02:25:00,00:02:25:01,"00:02:25,030","00:02:25,040",uh so this is fine i think i do want to
_K5qApskPdQ.en.v,153,00:02:25:01,00:02:26:15,"00:02:25,040","00:02:26,630",uh so this is fine i think i do want to do<00:02:25.200><c> experience</c><00:02:25.840><c> chair</c>
_K5qApskPdQ.en.v,154,00:02:26:15,00:02:26:16,"00:02:26,630","00:02:26,640",do experience chair
_K5qApskPdQ.en.v,155,00:02:26:16,00:02:28:23,"00:02:26,640","00:02:28,949",do experience chair can<00:02:26.800><c> i</c><00:02:27.040><c> upgrade</c><00:02:27.360><c> it</c><00:02:27.520><c> or</c><00:02:27.680><c> is</c><00:02:27.840><c> it</c><00:02:28.000><c> two</c><00:02:28.480><c> no</c><00:02:28.800><c> i</c><00:02:28.879><c> don't</c>
_K5qApskPdQ.en.v,156,00:02:28:23,00:02:28:23,"00:02:28,949","00:02:28,959",can i upgrade it or is it two no i don't
_K5qApskPdQ.en.v,157,00:02:28:23,00:02:29:16,"00:02:28,959","00:02:29,670",can i upgrade it or is it two no i don't have<00:02:29.120><c> enough</c>
_K5qApskPdQ.en.v,158,00:02:29:16,00:02:29:17,"00:02:29,670","00:02:29,680",have enough
_K5qApskPdQ.en.v,159,00:02:29:17,00:02:33:00,"00:02:29,680","00:02:33,030",have enough experience<00:02:30.319><c> share</c><00:02:30.720><c> and</c><00:02:31.440><c> buddy</c><00:02:31.840><c> barrier</c>
_K5qApskPdQ.en.v,160,00:02:33:00,00:02:33:01,"00:02:33,030","00:02:33,040",experience share and buddy barrier
_K5qApskPdQ.en.v,161,00:02:33:01,00:02:36:01,"00:02:33,040","00:02:36,070",experience share and buddy barrier um<00:02:35.200><c> just</c><00:02:35.440><c> kind</c><00:02:35.599><c> of</c><00:02:35.680><c> like</c>
_K5qApskPdQ.en.v,162,00:02:36:01,00:02:36:02,"00:02:36,070","00:02:36,080",um just kind of like
_K5qApskPdQ.en.v,163,00:02:36:02,00:02:37:24,"00:02:36,080","00:02:37,990",um just kind of like the<00:02:36.319><c> other</c><00:02:36.720><c> pokemon</c><00:02:37.440><c> you</c><00:02:37.519><c> know</c><00:02:37.680><c> what</c><00:02:37.760><c> i</c><00:02:37.840><c> mean</c>
_K5qApskPdQ.en.v,164,00:02:37:24,00:02:38:00,"00:02:37,990","00:02:38,000",the other pokemon you know what i mean
_K5qApskPdQ.en.v,165,00:02:38:00,00:02:39:02,"00:02:38,000","00:02:39,110",the other pokemon you know what i mean the<00:02:38.239><c> uh</c>
_K5qApskPdQ.en.v,166,00:02:39:02,00:02:39:03,"00:02:39,110","00:02:39,120",the uh
_K5qApskPdQ.en.v,167,00:02:39:03,00:02:42:05,"00:02:39,120","00:02:42,229",the uh whoever<00:02:39.440><c> i</c><00:02:39.519><c> used</c><00:02:39.760><c> last</c><00:02:40.000><c> episode</c><00:02:41.840><c> held</c><00:02:42.160><c> the</c>
_K5qApskPdQ.en.v,168,00:02:42:05,00:02:42:05,"00:02:42,229","00:02:42,239",whoever i used last episode held the
_K5qApskPdQ.en.v,169,00:02:42:05,00:02:42:17,"00:02:42,239","00:02:42,710",whoever i used last episode held the goss
_K5qApskPdQ.en.v,170,00:02:42:17,00:02:42:18,"00:02:42,710","00:02:42,720",goss
_K5qApskPdQ.en.v,171,00:02:42:18,00:02:45:18,"00:02:42,720","00:02:45,750",goss that's<00:02:43.040><c> who</c><00:02:43.120><c> it</c><00:02:43.200><c> was</c><00:02:44.000><c> and</c><00:02:44.160><c> then</c><00:02:44.640><c> you</c><00:02:44.800><c> know</c><00:02:45.120><c> here</c>
_K5qApskPdQ.en.v,172,00:02:45:18,00:02:45:19,"00:02:45,750","00:02:45,760",that's who it was and then you know here
_K5qApskPdQ.en.v,173,00:02:45:19,00:02:48:03,"00:02:45,760","00:02:48,150",that's who it was and then you know here maybe<00:02:46.080><c> i</c><00:02:46.160><c> want</c><00:02:46.319><c> to</c><00:02:46.400><c> use</c><00:02:46.720><c> shell</c><00:02:46.959><c> bell</c><00:02:47.599><c> uh</c><00:02:47.920><c> or</c>
_K5qApskPdQ.en.v,174,00:02:48:03,00:02:48:04,"00:02:48,150","00:02:48,160",maybe i want to use shell bell uh or
_K5qApskPdQ.en.v,175,00:02:48:04,00:02:49:10,"00:02:48,160","00:02:49,430",maybe i want to use shell bell uh or scope<00:02:48.560><c> lens</c>
_K5qApskPdQ.en.v,176,00:02:49:10,00:02:49:11,"00:02:49,430","00:02:49,440",scope lens
_K5qApskPdQ.en.v,177,00:02:49:11,00:02:52:13,"00:02:49,440","00:02:52,550",scope lens that's<00:02:49.680><c> the</c><00:02:49.840><c> basic</c><00:02:50.239><c> attack</c><00:02:51.599><c> muscle</c><00:02:52.000><c> band</c><00:02:52.400><c> is</c><00:02:52.480><c> a</c>
_K5qApskPdQ.en.v,178,00:02:52:13,00:02:52:14,"00:02:52,550","00:02:52,560",that's the basic attack muscle band is a
_K5qApskPdQ.en.v,179,00:02:52:14,00:02:54:03,"00:02:52,560","00:02:54,150",that's the basic attack muscle band is a basic<00:02:52.879><c> attack</c><00:02:53.200><c> again</c><00:02:53.519><c> why</c><00:02:53.680><c> is</c><00:02:53.840><c> that's</c><00:02:54.080><c> a</c>
_K5qApskPdQ.en.v,180,00:02:54:03,00:02:54:04,"00:02:54,150","00:02:54,160",basic attack again why is that's a
_K5qApskPdQ.en.v,181,00:02:54:04,00:02:55:08,"00:02:54,160","00:02:55,350",basic attack again why is that's a special<00:02:54.480><c> attack</c><00:02:54.800><c> i</c><00:02:54.879><c> don't</c><00:02:54.959><c> know</c>
_K5qApskPdQ.en.v,182,00:02:55:08,00:02:55:09,"00:02:55,350","00:02:55,360",special attack i don't know
_K5qApskPdQ.en.v,183,00:02:55:09,00:02:57:16,"00:02:55,360","00:02:57,670",special attack i don't know let's<00:02:55.599><c> go</c><00:02:55.760><c> with</c><00:02:55.920><c> the</c><00:02:56.160><c> um</c><00:02:56.720><c> let's</c><00:02:56.959><c> go</c><00:02:57.120><c> with</c><00:02:57.360><c> the</c>
_K5qApskPdQ.en.v,184,00:02:57:16,00:02:57:17,"00:02:57,670","00:02:57,680",let's go with the um let's go with the
_K5qApskPdQ.en.v,185,00:02:57:17,00:02:58:21,"00:02:57,680","00:02:58,869",let's go with the um let's go with the shell<00:02:58.000><c> bell</c>
_K5qApskPdQ.en.v,186,00:02:58:21,00:02:58:21,"00:02:58,869","00:02:58,879",shell bell
_K5qApskPdQ.en.v,187,00:02:58:21,00:03:00:19,"00:02:58,879","00:03:00,790",shell bell so<00:02:59.040><c> i'll</c><00:02:59.200><c> use</c><00:02:59.440><c> these</c><00:02:59.840><c> three</c><00:03:00.319><c> and</c><00:03:00.400><c> just</c><00:03:00.560><c> to</c><00:03:00.640><c> see</c>
_K5qApskPdQ.en.v,188,00:03:00:19,00:03:00:20,"00:03:00,790","00:03:00,800",so i'll use these three and just to see
_K5qApskPdQ.en.v,189,00:03:00:20,00:03:01:20,"00:03:00,800","00:03:01,830",so i'll use these three and just to see how<00:03:00.959><c> they</c><00:03:01.040><c> do</c><00:03:01.120><c> i</c><00:03:01.200><c> don't</c><00:03:01.280><c> know</c><00:03:01.360><c> if</c><00:03:01.440><c> this</c><00:03:01.519><c> is</c><00:03:01.599><c> like</c>
_K5qApskPdQ.en.v,190,00:03:01:20,00:03:01:21,"00:03:01,830","00:03:01,840",how they do i don't know if this is like
_K5qApskPdQ.en.v,191,00:03:01:21,00:03:03:00,"00:03:01,840","00:03:03,030",how they do i don't know if this is like a<00:03:01.920><c> great</c><00:03:02.159><c> build</c><00:03:02.400><c> or</c><00:03:02.480><c> what</c>
_K5qApskPdQ.en.v,192,00:03:03:00,00:03:03:01,"00:03:03,030","00:03:03,040",a great build or what
_K5qApskPdQ.en.v,193,00:03:03:01,00:03:04:07,"00:03:03,040","00:03:04,309",a great build or what a<00:03:03.200><c> lot</c><00:03:03.360><c> of</c><00:03:03.440><c> people</c><00:03:03.599><c> have</c><00:03:03.680><c> different</c><00:03:03.920><c> opinions</c>
_K5qApskPdQ.en.v,194,00:03:04:07,00:03:04:07,"00:03:04,309","00:03:04,319",a lot of people have different opinions
_K5qApskPdQ.en.v,195,00:03:04:07,00:03:07:12,"00:03:04,319","00:03:07,509",a lot of people have different opinions about<00:03:04.480><c> him</c><00:03:05.040><c> anyway</c><00:03:05.360><c> let's</c><00:03:05.599><c> play</c>
_K5qApskPdQ.en.v,196,00:03:07:12,00:03:07:12,"00:03:07,509","00:03:07,519",about him anyway let's play
_K5qApskPdQ.en.v,197,00:03:07:12,00:03:10:11,"00:03:07,519","00:03:10,470",about him anyway let's play all<00:03:07.680><c> right</c><00:03:07.920><c> so</c><00:03:08.560><c> i'm</c><00:03:08.800><c> the</c><00:03:08.879><c> only</c><00:03:09.120><c> mr</c><00:03:09.519><c> mime</c><00:03:10.239><c> and</c>
_K5qApskPdQ.en.v,198,00:03:10:11,00:03:10:12,"00:03:10,470","00:03:10,480",all right so i'm the only mr mime and
_K5qApskPdQ.en.v,199,00:03:10:12,00:03:11:16,"00:03:10,480","00:03:11,670",all right so i'm the only mr mime and he's<00:03:10.640><c> a</c><00:03:10.720><c> support</c><00:03:11.040><c> character</c><00:03:11.360><c> so</c><00:03:11.440><c> i'm</c><00:03:11.519><c> going</c><00:03:11.599><c> to</c>
_K5qApskPdQ.en.v,200,00:03:11:16,00:03:11:17,"00:03:11,670","00:03:11,680",he's a support character so i'm going to
_K5qApskPdQ.en.v,201,00:03:11:17,00:03:13:08,"00:03:11,680","00:03:13,350",he's a support character so i'm going to go<00:03:11.920><c> i</c><00:03:12.239><c> chose</c><00:03:12.480><c> the</c><00:03:12.560><c> bottom</c><00:03:12.879><c> row</c><00:03:13.040><c> that's</c><00:03:13.200><c> what</c><00:03:13.280><c> it</c>
_K5qApskPdQ.en.v,202,00:03:13:08,00:03:13:09,"00:03:13,350","00:03:13,360",go i chose the bottom row that's what it
_K5qApskPdQ.en.v,203,00:03:13:09,00:03:14:13,"00:03:13,360","00:03:14,550",go i chose the bottom row that's what it said<00:03:13.519><c> was</c><00:03:13.680><c> recommended</c>
_K5qApskPdQ.en.v,204,00:03:14:13,00:03:14:14,"00:03:14,550","00:03:14,560",said was recommended
_K5qApskPdQ.en.v,205,00:03:14:14,00:03:16:05,"00:03:14,560","00:03:16,229",said was recommended so<00:03:14.720><c> i'll</c><00:03:14.959><c> go</c><00:03:15.120><c> to</c><00:03:15.200><c> the</c><00:03:15.280><c> bottom</c><00:03:15.519><c> for</c><00:03:15.680><c> now</c><00:03:15.920><c> and</c><00:03:16.080><c> see</c>
_K5qApskPdQ.en.v,206,00:03:16:05,00:03:16:05,"00:03:16,229","00:03:16,239",so i'll go to the bottom for now and see
_K5qApskPdQ.en.v,207,00:03:16:05,00:03:18:09,"00:03:16,239","00:03:18,390",so i'll go to the bottom for now and see what's<00:03:16.560><c> up</c><00:03:16.959><c> and</c><00:03:17.120><c> then</c><00:03:17.840><c> uh</c>
_K5qApskPdQ.en.v,208,00:03:18:09,00:03:18:10,"00:03:18,390","00:03:18,400",what's up and then uh
_K5qApskPdQ.en.v,209,00:03:18:10,00:03:20:19,"00:03:18,400","00:03:20,790",what's up and then uh yeah<00:03:18.560><c> i'm</c><00:03:18.640><c> just</c><00:03:18.800><c> gonna</c><00:03:19.040><c> try</c><00:03:19.200><c> to</c><00:03:19.440><c> remember</c><00:03:20.640><c> oh</c>
_K5qApskPdQ.en.v,210,00:03:20:19,00:03:20:20,"00:03:20,790","00:03:20,800",yeah i'm just gonna try to remember oh
_K5qApskPdQ.en.v,211,00:03:20:20,00:03:22:07,"00:03:20,800","00:03:22,309",yeah i'm just gonna try to remember oh that<00:03:20.959><c> was</c><00:03:21.040><c> a</c><00:03:21.120><c> good</c><00:03:21.280><c> hit</c>
_K5qApskPdQ.en.v,212,00:03:22:07,00:03:22:07,"00:03:22,309","00:03:22,319",that was a good hit
_K5qApskPdQ.en.v,213,00:03:22:07,00:03:25:12,"00:03:22,319","00:03:25,509",that was a good hit i'm<00:03:22.480><c> just</c><00:03:22.560><c> gonna</c><00:03:22.800><c> try</c><00:03:23.040><c> to</c><00:03:23.120><c> remember</c><00:03:23.680><c> to</c><00:03:24.159><c> uh</c><00:03:24.720><c> do</c>
_K5qApskPdQ.en.v,214,00:03:25:12,00:03:25:12,"00:03:25,509","00:03:25,519",i'm just gonna try to remember to uh do
_K5qApskPdQ.en.v,215,00:03:25:12,00:03:27:23,"00:03:25,519","00:03:27,950",i'm just gonna try to remember to uh do that<00:03:25.760><c> that</c><00:03:25.920><c> move</c><00:03:26.159><c> takes</c><00:03:26.319><c> a</c><00:03:26.400><c> while</c><00:03:26.560><c> to</c><00:03:26.640><c> recharge</c>
_K5qApskPdQ.en.v,216,00:03:27:23,00:03:27:24,"00:03:27,950","00:03:27,960",that that move takes a while to recharge
_K5qApskPdQ.en.v,217,00:03:27:24,00:03:29:10,"00:03:27,960","00:03:29,430",that that move takes a while to recharge [Music]
_K5qApskPdQ.en.v,218,00:03:29:10,00:03:29:11,"00:03:29,430","00:03:29,440",[Music]
_K5qApskPdQ.en.v,219,00:03:29:11,00:03:31:12,"00:03:29,440","00:03:31,509",[Music] i'm<00:03:29.599><c> gonna</c><00:03:29.840><c> try</c><00:03:30.000><c> to</c><00:03:30.159><c> remember</c><00:03:30.640><c> to</c><00:03:31.120><c> you</c><00:03:31.200><c> know</c><00:03:31.360><c> do</c>
_K5qApskPdQ.en.v,220,00:03:31:12,00:03:31:12,"00:03:31,509","00:03:31,519",i'm gonna try to remember to you know do
_K5qApskPdQ.en.v,221,00:03:31:12,00:03:33:02,"00:03:31,519","00:03:33,110",i'm gonna try to remember to you know do the<00:03:31.680><c> guard</c><00:03:31.920><c> swap</c>
_K5qApskPdQ.en.v,222,00:03:33:02,00:03:33:03,"00:03:33,110","00:03:33,120",the guard swap
_K5qApskPdQ.en.v,223,00:03:33:03,00:03:34:23,"00:03:33,120","00:03:34,949",the guard swap [Music]
_K5qApskPdQ.en.v,224,00:03:34:23,00:03:34:23,"00:03:34,949","00:03:34,959",[Music]
_K5qApskPdQ.en.v,225,00:03:34:23,00:03:37:24,"00:03:34,959","00:03:37,990",[Music] all<00:03:35.120><c> right</c><00:03:35.360><c> that</c><00:03:35.519><c> was</c><00:03:35.680><c> something</c>
_K5qApskPdQ.en.v,226,00:03:37:24,00:03:38:00,"00:03:37,990","00:03:38,000",all right that was something
_K5qApskPdQ.en.v,227,00:03:38:00,00:03:39:16,"00:03:38,000","00:03:39,670",all right that was something and<00:03:38.159><c> i</c><00:03:38.239><c> imagine</c><00:03:38.640><c> i'm</c><00:03:38.720><c> gonna</c><00:03:38.879><c> be</c><00:03:39.040><c> on</c><00:03:39.200><c> defense</c>
_K5qApskPdQ.en.v,228,00:03:39:16,00:03:39:17,"00:03:39,670","00:03:39,680",and i imagine i'm gonna be on defense
_K5qApskPdQ.en.v,229,00:03:39:17,00:03:43:10,"00:03:39,680","00:03:43,430",and i imagine i'm gonna be on defense for<00:03:39.840><c> a</c><00:03:39.920><c> little</c><00:03:40.080><c> while</c>
_K5qApskPdQ.en.v,230,00:03:43:10,00:03:43:11,"00:03:43,430","00:03:43,440",
_K5qApskPdQ.en.v,231,00:03:43:11,00:03:46:13,"00:03:43,440","00:03:46,550",that<00:03:43.680><c> was</c><00:03:44.000><c> nothing</c><00:03:44.319><c> okay</c><00:03:44.480><c> here</c><00:03:44.640><c> we</c><00:03:44.840><c> go</c>
_K5qApskPdQ.en.v,232,00:03:46:13,00:03:46:14,"00:03:46,550","00:03:46,560",that was nothing okay here we go
_K5qApskPdQ.en.v,233,00:03:46:14,00:03:47:24,"00:03:46,560","00:03:47,990",that was nothing okay here we go i<00:03:46.720><c> really</c><00:03:46.879><c> do</c><00:03:47.040><c> want</c><00:03:47.120><c> to</c><00:03:47.200><c> get</c><00:03:47.280><c> these</c><00:03:47.440><c> leveled</c><00:03:47.840><c> up</c>
_K5qApskPdQ.en.v,234,00:03:47:24,00:03:48:00,"00:03:47,990","00:03:48,000",i really do want to get these leveled up
_K5qApskPdQ.en.v,235,00:03:48:00,00:03:54:19,"00:03:48,000","00:03:54,789",i really do want to get these leveled up pretty<00:03:48.319><c> soon</c>
_K5qApskPdQ.en.v,236,00:03:54:19,00:03:54:19,"00:03:54,789","00:03:54,799",
_K5qApskPdQ.en.v,237,00:03:54:19,00:03:56:01,"00:03:54,799","00:03:56,070",so<00:03:54.959><c> i</c><00:03:55.040><c> guess</c><00:03:55.280><c> i</c><00:03:55.360><c> would</c><00:03:55.519><c> probably</c><00:03:55.680><c> want</c><00:03:55.840><c> to</c><00:03:55.920><c> do</c>
_K5qApskPdQ.en.v,238,00:03:56:01,00:03:56:02,"00:03:56,070","00:03:56,080",so i guess i would probably want to do
_K5qApskPdQ.en.v,239,00:03:56:02,00:03:57:22,"00:03:56,080","00:03:57,910",so i guess i would probably want to do that<00:03:56.319><c> barrier</c><00:03:56.799><c> and</c><00:03:56.959><c> then</c><00:03:57.200><c> hit</c><00:03:57.439><c> them</c><00:03:57.599><c> into</c><00:03:57.760><c> the</c>
_K5qApskPdQ.en.v,240,00:03:57:22,00:03:57:23,"00:03:57,910","00:03:57,920",that barrier and then hit them into the
_K5qApskPdQ.en.v,241,00:03:57:23,00:03:59:14,"00:03:57,920","00:03:59,589",that barrier and then hit them into the barrier<00:03:58.319><c> maybe</c>
_K5qApskPdQ.en.v,242,00:03:59:14,00:03:59:14,"00:03:59,589","00:03:59,599",barrier maybe
_K5qApskPdQ.en.v,243,00:03:59:14,00:04:01:18,"00:03:59,599","00:04:01,750",barrier maybe i<00:03:59.680><c> don't</c><00:03:59.840><c> really</c><00:04:00.080><c> know</c><00:04:00.319><c> let's</c><00:04:00.560><c> see</c><00:04:00.879><c> so</c><00:04:01.200><c> barrier</c>
_K5qApskPdQ.en.v,244,00:04:01:18,00:04:01:19,"00:04:01,750","00:04:01,760",i don't really know let's see so barrier
_K5qApskPdQ.en.v,245,00:04:01:19,00:04:02:17,"00:04:01,760","00:04:02,710",i don't really know let's see so barrier then<00:04:02.159><c> boom</c>
_K5qApskPdQ.en.v,246,00:04:02:17,00:04:02:18,"00:04:02,710","00:04:02,720",then boom
_K5qApskPdQ.en.v,247,00:04:02:18,00:04:05:02,"00:04:02,720","00:04:05,110",then boom slam<00:04:03.040><c> him</c><00:04:03.120><c> into</c><00:04:03.280><c> the</c><00:04:03.360><c> barrier</c><00:04:04.000><c> okay</c><00:04:04.400><c> so</c><00:04:04.720><c> here</c><00:04:04.959><c> i</c>
_K5qApskPdQ.en.v,248,00:04:05:02,00:04:05:03,"00:04:05,110","00:04:05,120",slam him into the barrier okay so here i
_K5qApskPdQ.en.v,249,00:04:05:03,00:04:07:16,"00:04:05,120","00:04:07,670",slam him into the barrier okay so here i am<00:04:05.599><c> waiting</c><00:04:05.920><c> i'm</c><00:04:06.080><c> waiting</c><00:04:06.400><c> with</c><00:04:06.560><c> him</c>
_K5qApskPdQ.en.v,250,00:04:07:16,00:04:07:17,"00:04:07,670","00:04:07,680",am waiting i'm waiting with him
_K5qApskPdQ.en.v,251,00:04:07:17,00:04:09:24,"00:04:07,680","00:04:09,990",am waiting i'm waiting with him uh<00:04:08.319><c> confusion</c><00:04:08.879><c> is</c><00:04:08.959><c> what</c><00:04:09.120><c> we</c><00:04:09.200><c> want</c><00:04:09.360><c> to</c><00:04:09.439><c> learn</c>
_K5qApskPdQ.en.v,252,00:04:09:24,00:04:10:00,"00:04:09,990","00:04:10,000",uh confusion is what we want to learn
_K5qApskPdQ.en.v,253,00:04:10:00,00:04:11:20,"00:04:10,000","00:04:11,830",uh confusion is what we want to learn first<00:04:10.400><c> i</c><00:04:10.560><c> think</c>
_K5qApskPdQ.en.v,254,00:04:11:20,00:04:11:21,"00:04:11,830","00:04:11,840",first i think
_K5qApskPdQ.en.v,255,00:04:11:21,00:04:13:04,"00:04:11,840","00:04:13,190",first i think i<00:04:12.000><c> mean</c><00:04:12.159><c> they're</c><00:04:12.400><c> waiting</c><00:04:12.640><c> for</c><00:04:12.879><c> us</c><00:04:13.040><c> aren't</c>
